編號		頁數	题名	著者	千字文
12145811		34	阿毗達磨順正理論八十卷（42）	唐玄奘譯	浮02
12145911		39	阿毗達磨順正理論八十卷（43）	唐玄奘譯	浮03
12146011		35	阿毗達磨順正理論八十卷（44）	唐玄奘譯	浮04
12146111		31	阿毗達磨順正理論八十卷（45）	唐玄奘譯	浮05
12146211		30	阿毗達磨順正理論八十卷（46）	唐玄奘譯	浮06
12146311		32	阿毗達磨順正理論八十卷（47）	唐玄奘譯	浮07
12146411		33	阿毗達磨順正理論八十卷（48）	唐玄奘譯	浮08
12146511		29	阿毗達磨順正理論八十卷（49）	唐玄奘譯	浮09
12146611		29	阿毗達磨順正理論八十卷（50）	唐玄奘譯	浮10
12146711		37	阿毗達磨順正理論八十卷（51）	唐玄奘譯	渭01
12146811		34	阿毗達磨順正理論八十卷（52）	唐玄奘譯	渭02
12146911		37	阿毗達磨順正理論八十卷（53）	唐玄奘譯	渭03
12147011		31	阿毗達磨順正理論八十卷（54）	唐玄奘譯	渭04
12147111		30	阿毗達磨順正理論八十卷（55）	唐玄奘譯	渭05
12147211		35	阿毗達磨順正理論八十卷（56）	唐玄奘譯	渭06
12147311		33	阿毗達磨順正理論八十卷（57）	唐玄奘譯	渭07
12147411		33	阿毗達磨順正理論八十卷（58）	唐玄奘譯	渭08
12147511		29	阿毗達磨順正理論八十卷（59）	唐玄奘譯	渭09
12147611		31	阿毗達磨順正理論八十卷（60）	唐玄奘譯	渭10
12147711	暂时无存册		阿毗達磨順正理論八十卷（61）	唐玄奘譯	據01
12147811		28	阿毗達磨順正理論八十卷（62）	唐玄奘譯	據02
12147911		29	阿毗達磨順正理論八十卷（63）	唐玄奘譯	據03
12148011		28	阿毗達磨順正理論八十卷（64）	唐玄奘譯	據04
12148111		31	阿毗達磨順正理論八十卷（65）	唐玄奘譯	據05
12148211		32	阿毗達磨順正理論八十卷（66）	唐玄奘譯	據06
12148311		30	阿毗達磨順正理論八十卷（67）	唐玄奘譯	據07
12148411		32	阿毗達磨順正理論八十卷（68）	唐玄奘譯	據08
12148511		29	阿毗達磨順正理論八十卷（69）	唐玄奘譯	據09
12148611		31	阿毗達磨順正理論八十卷（70）	唐玄奘譯	據10
12148711		32	阿毗達磨順正理論八十卷（71）	唐玄奘譯	涇01
12148811		30	阿毗達磨順正理論八十卷（72）	唐玄奘譯	涇02
12148911		34	阿毗達磨順正理論八十卷（73）	唐玄奘譯	涇03
12149011		32	阿毗達磨順正理論八十卷（74）	唐玄奘譯	涇04
12149111		31	阿毗達磨順正理論八十卷（75）	唐玄奘譯	涇05
12149211		34	阿毗達磨順正理論八十卷（76）	唐玄奘譯	涇06
12149311		30	阿毗達磨順正理論八十卷（77）	唐玄奘譯	涇07
12149411		31	阿毗達磨順正理論八十卷（78）	唐玄奘譯	涇08
12149511		31	阿毗達磨順正理論八十卷（79）	唐玄奘譯	涇09
12149611		28	阿毗達磨順正理論八十卷（80）	唐玄奘譯	涇10
12149711		29	阿毗達磨藏顯宗論四十卷（01）	唐玄奘譯	宮01
12149811		28	阿毗達磨藏顯宗論四十卷（02）	唐玄奘譯	宮02
12149911		30	阿毗達磨藏顯宗論四十卷（03）	唐玄奘譯	宮03
12150011		27	阿毗達磨藏顯宗論四十卷（04）	唐玄奘譯	宮04
12150111		32	阿毗達磨藏顯宗論四十卷（05）	唐玄奘譯	宮05
12150211		27	阿毗達磨藏顯宗論四十卷（06）	唐玄奘譯	宮06
12150311		30	阿毗達磨藏顯宗論四十卷（07）	唐玄奘譯	宮07
12150411		31	阿毗達磨藏顯宗論四十卷（08）	唐玄奘譯	宮08
12150511		29	阿毗達磨藏顯宗論四十卷（09）	唐玄奘譯	宮09
12150611	暂时无存册		阿毗達磨藏顯宗論四十卷（10）	唐玄奘譯	宮10
12150711		19	阿毗達磨藏顯宗論四十卷（11）	唐玄奘譯	殿01
12150811		31	阿毗達磨藏顯宗論四十卷（12）	唐玄奘譯	殿02
12150911		36	阿毗達磨藏顯宗論四十卷（13）	唐玄奘譯	殿03
12151011		30	阿毗達磨藏顯宗論四十卷（14）	唐玄奘譯	殿04
12151111		31	阿毗達磨藏顯宗論四十卷（15）	唐玄奘譯	殿05
12151211		29	阿毗達磨藏顯宗論四十卷（16）	唐玄奘譯	殿06
12151311		32	阿毗達磨藏顯宗論四十卷（17）	唐玄奘譯	殿07
12151411		31	阿毗達磨藏顯宗論四十卷（18）	唐玄奘譯	殿08
12151511		28	阿毗達磨藏顯宗論四十卷（19）	唐玄奘譯	殿09
12151611		29	阿毗達磨藏顯宗論四十卷（20）	唐玄奘譯	殿10
12151711		33	阿毗達磨藏顯宗論四十卷（21）	唐玄奘譯	盤01
12151811		30	阿毗達磨藏顯宗論四十卷（22）	唐玄奘譯	盤02
12151911		30	阿毗達磨藏顯宗論四十卷（23）	唐玄奘譯	盤03
12152011		29	阿毗達磨藏顯宗論四十卷（24）	唐玄奘譯	盤04
12152111		36	阿毗達磨藏顯宗論四十卷（25）	唐玄奘譯	盤05
12152211		32	阿毗達磨藏顯宗論四十卷（26）	唐玄奘譯	盤06
12152311		30	阿毗達磨藏顯宗論四十卷（27）	唐玄奘譯	盤07
12152411		32	阿毗達磨藏顯宗論四十卷（28）	唐玄奘譯	盤08
12152511		37	阿毗達磨藏顯宗論四十卷（29）	唐玄奘譯	盤09
12152611		34	阿毗達磨藏顯宗論四十卷（30）	唐玄奘譯	盤10
12152711		33	阿毗達磨藏顯宗論四十卷（31）	唐玄奘譯	鬱01
12152811		31	阿毗達磨藏顯宗論四十卷（32）	唐玄奘譯	鬱02
12152911		34	阿毗達磨藏顯宗論四十卷（33）	唐玄奘譯	鬱03
12153011		36	阿毗達磨藏顯宗論四十卷（34）	唐玄奘譯	鬱04
12153111		35	阿毗達磨藏顯宗論四十卷（35）	唐玄奘譯	鬱05
12153211		35	阿毗達磨藏顯宗論四十卷（36）	唐玄奘譯	鬱06
12153311	暂时无存册		阿毗達磨藏顯宗論四十卷（37）	唐玄奘譯	鬱07
12153411		29	阿毗達磨藏顯宗論四十卷（38）	唐玄奘譯	鬱08
12153511	暂时无存册		阿毗達磨藏顯宗論四十卷（39）	唐玄奘譯	鬱09
12153611	暂时无存册		阿毗達磨藏顯宗論四十卷（40）	唐玄奘譯	鬱10
12153711	暂时无存册		阿毗達磨俱舍論三十卷（01）	唐玄奘譯	樓01
12153811	暂时无存册		阿毗達磨俱舍論三十卷（02）	唐玄奘譯	樓02
12153911	暂时无存册		阿毗達磨俱舍論三十卷（03）	唐玄奘譯	樓03
12154011	暂时无存册		阿毗達磨俱舍論三十卷（04）	唐玄奘譯	樓04
12154111	暂时无存册		阿毗達磨俱舍論三十卷（05）	唐玄奘譯	樓05
12154211	暂时无存册		阿毗達磨俱舍論三十卷（06）	唐玄奘譯	樓06
12154311	暂时无存册		阿毗達磨俱舍論三十卷（07）	唐玄奘譯	樓07
12154411	暂时无存册		阿毗達磨俱舍論三十卷（08）	唐玄奘譯	樓08
12154511	暂时无存册		阿毗達磨俱舍論三十卷（09）	唐玄奘譯	樓09
12154611	暂时无存册		阿毗達磨俱舍論三十卷（10）	唐玄奘譯	樓10
12154711		33	阿毗達磨俱舍論三十卷（11）	唐玄奘譯	觀01
12154811	暂时无存册		阿毗達磨俱舍論三十卷（12）	唐玄奘譯	觀02
12154911		30	阿毗達磨俱舍論三十卷（13）	唐玄奘譯	觀03
12155011		33	阿毗達磨俱舍論三十卷（14）	唐玄奘譯	觀04
12155111		34	阿毗達磨俱舍論三十卷（15）	唐玄奘譯	觀05
12155211	暂时无存册		阿毗達磨俱舍論三十卷（16）	唐玄奘譯	觀06
12155311	暂时无存册		阿毗達磨俱舍論三十卷（17）	唐玄奘譯	觀07
12155411		32	阿毗達磨俱舍論三十卷（18）	唐玄奘譯	觀08
12155511	暂时无存册		阿毗達磨俱舍論三十卷（19）	唐玄奘譯	觀09
12155611		28	阿毗達磨俱舍論三十卷（20）	唐玄奘譯	觀10
12155711		33	阿毗達磨俱舍論三十卷（21）	唐玄奘譯	飛01
12155811		30	阿毗達磨俱舍論三十卷（22）	唐玄奘譯	飛02
12155911		31	阿毗達磨俱舍論三十卷（23）	唐玄奘譯	飛03
12156011		32	阿毗達磨俱舍論三十卷（24）	唐玄奘譯	飛04
12156111		32	阿毗達磨俱舍論三十卷（25）	唐玄奘譯	飛05
12156211		34	阿毗達磨俱舍論三十卷（26）	唐玄奘譯	飛06
12156311		30	阿毗達磨俱舍論三十卷（27）	唐玄奘譯	飛07
12156411		31	阿毗達磨俱舍論三十卷（28）	唐玄奘譯	飛08
12156511		29	阿毗達磨俱舍論三十卷（29）	唐玄奘譯	飛09
12156611		27	阿毗達磨俱舍論三十卷（30）	唐玄奘譯	飛10
12156711		31	舍利弗阿毗曇論三十卷（01）	姚秦曇摩耶舍、曇摩崛多譯	驚01
12156811		28	舍利弗阿毗曇論三十卷（02）	姚秦曇摩耶舍、曇摩崛多譯	驚02
12156911		51	舍利弗阿毗曇論三十卷（03）	姚秦曇摩耶舍、曇摩崛多譯	驚03
12157011		29	舍利弗阿毗曇論三十卷（04）	姚秦曇摩耶舍、曇摩崛多譯	驚04
12157111		32	舍利弗阿毗曇論三十卷（05）	姚秦曇摩耶舍、曇摩崛多譯	驚05
12157211		45	舍利弗阿毗曇論三十卷（06）	姚秦曇摩耶舍、曇摩崛多譯	驚06
12157311		52	舍利弗阿毗曇論三十卷（07）	姚秦曇摩耶舍、曇摩崛多譯	驚07
12157411		45	舍利弗阿毗曇論三十卷（08）	姚秦曇摩耶舍、曇摩崛多譯	驚08
12157511		27	舍利弗阿毗曇論三十卷（09）	姚秦曇摩耶舍、曇摩崛多譯	驚09
12157611		34	舍利弗阿毗曇論三十卷（10）	姚秦曇摩耶舍、曇摩崛多譯	驚10
12157711		32	舍利弗阿毗曇論三十卷（11）	姚秦曇摩耶舍、曇摩崛多譯	圖01
12157811		40	舍利弗阿毗曇論三十卷（12）	姚秦曇摩耶舍、曇摩崛多譯	圖02
12157911		32	舍利弗阿毗曇論三十卷（13）	姚秦曇摩耶舍、曇摩崛多譯	圖03
12158011		30	舍利弗阿毗曇論三十卷（14）	姚秦曇摩耶舍、曇摩崛多譯	圖04
12158111		40	舍利弗阿毗曇論三十卷（15）	姚秦曇摩耶舍、曇摩崛多譯	圖05
12158211		45	舍利弗阿毗曇論三十卷（16）	姚秦曇摩耶舍、曇摩崛多譯	圖06
12158311		32	舍利弗阿毗曇論三十卷（17）	姚秦曇摩耶舍、曇摩崛多譯	圖07
12158411		37	舍利弗阿毗曇論三十卷（18）	姚秦曇摩耶舍、曇摩崛多譯	圖08
12158511		34	舍利弗阿毗曇論三十卷（19）	姚秦曇摩耶舍、曇摩崛多譯	圖09
12158611		59	舍利弗阿毗曇論三十卷（20）	姚秦曇摩耶舍、曇摩崛多譯	圖10
12158711		41	舍利弗阿毗曇論三十卷（21）	姚秦曇摩耶舍、曇摩崛多譯	寫01
12158811		50	舍利弗阿毗曇論三十卷（22）	姚秦曇摩耶舍、曇摩崛多譯	寫02
12158911		31	舍利弗阿毗曇論三十卷（23）	姚秦曇摩耶舍、曇摩崛多譯	寫03
12159011		34	舍利弗阿毗曇論三十卷（24）	姚秦曇摩耶舍、曇摩崛多譯	寫04
12159111		45	舍利弗阿毗曇論三十卷（25）	姚秦曇摩耶舍、曇摩崛多譯	寫05
12159211		49	舍利弗阿毗曇論三十卷（26）	姚秦曇摩耶舍、曇摩崛多譯	寫06
12159311		42	舍利弗阿毗曇論三十卷（27）	姚秦曇摩耶舍、曇摩崛多譯	寫07
12159411		43	舍利弗阿毗曇論三十卷（28）	姚秦曇摩耶舍、曇摩崛多譯	寫08
12159511		57	舍利弗阿毗曇論三十卷（29）	姚秦曇摩耶舍、曇摩崛多譯	寫09
12159611		51	舍利弗阿毗曇論三十卷（30）	姚秦曇摩耶舍、曇摩崛多譯	寫10
12159711		57	阿毗達磨俱舍釋論二十二卷（01）	陳真諦譯	禽01
12159811	暂时无存册		阿毗達磨俱舍釋論二十二卷（02）	陳真諦譯	禽02
12159911		48	阿毗達磨俱舍釋論二十二卷（03）	陳真諦譯	禽03
12160011		44	阿毗達磨俱舍釋論二十二卷（04）	陳真諦譯	禽04
12160111		45	阿毗達磨俱舍釋論二十二卷（05）	陳真諦譯	禽05
12160211		43	阿毗達磨俱舍釋論二十二卷（06）	陳真諦譯	禽06
12160311		47	阿毗達磨俱舍釋論二十二卷（07）	陳真諦譯	禽07
12160411		48	阿毗達磨俱舍釋論二十二卷（08）	陳真諦譯	禽08
12160511		45	阿毗達磨俱舍釋論二十二卷（09）	陳真諦譯	禽09
12160611		44	阿毗達磨俱舍釋論二十二卷（10）	陳真諦譯	禽10
12160711		47	阿毗達磨俱舍釋論二十二卷（11）	陳真諦譯	獸01
12160811		47	阿毗達磨俱舍釋論二十二卷（12）	陳真諦譯	獸02
12160911	暂时无存册		阿毗達磨俱舍釋論二十二卷（13）	陳真諦譯	獸03
12161011		50	阿毗達磨俱舍釋論二十二卷（14）	陳真諦譯	獸04
12161111		46	阿毗達磨俱舍釋論二十二卷（15）	陳真諦譯	獸05
12161211		46	阿毗達磨俱舍釋論二十二卷（16）	陳真諦譯	獸06
12161311		43	阿毗達磨俱舍釋論二十二卷（17）	陳真諦譯	獸07
12161411		49	阿毗達磨俱舍釋論二十二卷（18）	陳真諦譯	獸08
12161511		40	阿毗達磨俱舍釋論二十二卷（19）	陳真諦譯	獸09
12161611		40	阿毗達磨俱舍釋論二十二卷（20）	陳真諦譯	獸10
12161711	暂时无存册		阿毗達磨俱舍釋論二十二卷（21）	陳真諦譯	畫01
12161811	暂时无存册		阿毗達磨俱舍釋論二十二卷（22）	陳真諦譯	畫02
12161911	暂时无存册		阿毗達磨俱舍論本頌二卷（01）	唐玄奘譯	畫03
12162011	暂时无存册		阿毗達磨俱舍論本頌二卷（02）	唐玄奘譯	畫04
12162111	暂时无存册		三法度論三卷（01）	東晉僧伽提婆共慧遠譯	畫05
12162211	暂时无存册		三法度論三卷（02）	東晉僧伽提婆共慧遠譯	畫06
12162311	暂时无存册		三法度論三卷（03）	東晉僧伽提婆共慧遠譯	畫07
12162411	暂时无存册		三彌底部論三卷（01）	失譯人名附三秦錄	畫08
12162511	暂时无存册		三彌底部論三卷（02）	失譯人名附三秦錄	畫09
12162611	暂时无存册		三彌底部論三卷（03）	失譯人名附三秦錄	畫10
12162711	暂时无存册		阿毗曇八犍度論三十卷（01）	苻秦僧伽提婆共竺佛念譯	彩01
12162811		31	阿毗曇八犍度論三十卷（02）	苻秦僧伽提婆共竺佛念譯	彩02
12162911		26	阿毗曇八犍度論三十卷（03）	苻秦僧伽提婆共竺佛念譯	彩03
12163011		31	阿毗曇八犍度論三十卷（04）	苻秦僧伽提婆共竺佛念譯	彩04
12163111		28	阿毗曇八犍度論三十卷（05）	苻秦僧伽提婆共竺佛念譯	彩05
12163211		25	阿毗曇八犍度論三十卷（06）	苻秦僧伽提婆共竺佛念譯	彩06
12163311		27	阿毗曇八犍度論三十卷（07）	苻秦僧伽提婆共竺佛念譯	彩07
12163411		25	阿毗曇八犍度論三十卷（08）	苻秦僧伽提婆共竺佛念譯	彩08
12163511		31	阿毗曇八犍度論三十卷（09）	苻秦僧伽提婆共竺佛念譯	彩09
12163611		26	阿毗曇八犍度論三十卷（10）	苻秦僧伽提婆共竺佛念譯	彩10
12163711	暂时无存册		阿毗曇八犍度論三十卷（11）	苻秦僧伽提婆共竺佛念譯	仙01
12163811	暂时无存册		阿毗曇八犍度論三十卷（12）	苻秦僧伽提婆共竺佛念譯	仙02
12163911	暂时无存册		阿毗曇八犍度論三十卷（13）	苻秦僧伽提婆共竺佛念譯	仙03
12164011	暂时无存册		阿毗曇八犍度論三十卷（14）	苻秦僧伽提婆共竺佛念譯	仙04
12164111	暂时无存册		阿毗曇八犍度論三十卷（15）	苻秦僧伽提婆共竺佛念譯	仙05
12164211	暂时无存册		阿毗曇八犍度論三十卷（16）	苻秦僧伽提婆共竺佛念譯	仙06
12164311	暂时无存册		阿毗曇八犍度論三十卷（17）	苻秦僧伽提婆共竺佛念譯	仙07
12164411	暂时无存册		阿毗曇八犍度論三十卷（18）	苻秦僧伽提婆共竺佛念譯	仙08
12164511	暂时无存册		阿毗曇八犍度論三十卷（19）	苻秦僧伽提婆共竺佛念譯	仙09
12164611		30	阿毗曇八犍度論三十卷（20）	苻秦僧伽提婆共竺佛念譯	仙10
12164711		46	阿毗曇八犍度論三十卷（21）	苻秦僧伽提婆共竺佛念譯	靈01
12164811		33	阿毗曇八犍度論三十卷（22）	苻秦僧伽提婆共竺佛念譯	靈02
12164911		24	阿毗曇八犍度論三十卷（23）	苻秦僧伽提婆共竺佛念譯	靈03
12165011		23	阿毗曇八犍度論三十卷（24）	苻秦僧伽提婆共竺佛念譯	靈04
12165111		21	阿毗曇八犍度論三十卷（25）	苻秦僧伽提婆共竺佛念譯	靈05
12165211		21	阿毗曇八犍度論三十卷（26）	苻秦僧伽提婆共竺佛念譯	靈06
12165311		40	阿毗曇八犍度論三十卷（27）	苻秦僧伽提婆共竺佛念譯	靈07
12165411		30	阿毗曇八犍度論三十卷（28）	苻秦僧伽提婆共竺佛念譯	靈08
12165511		38	阿毗曇八犍度論三十卷（29）	苻秦僧伽提婆共竺佛念譯	靈09
12165611		37	阿毗曇八犍度論三十卷（30）	苻秦僧伽提婆共竺佛念譯	靈10
12165711		50	成實論二十卷（01）	姚秦鳩摩羅什譯	丙01
12165811		48	成實論二十卷（02）	姚秦鳩摩羅什譯	丙02
12165911		43	成實論二十卷（03）	姚秦鳩摩羅什譯	丙03
12166011		43	成實論二十卷（04）	姚秦鳩摩羅什譯	丙04
12166111		51	成實論二十卷（05）	姚秦鳩摩羅什譯	丙05
12166211		40	成實論二十卷（06）	姚秦鳩摩羅什譯	丙06
12166311		35	成實論二十卷（07）	姚秦鳩摩羅什譯	丙07
12166411		48	成實論二十卷（08）	姚秦鳩摩羅什譯	丙08
12166511	暂时无存册		成實論二十卷（09）	姚秦鳩摩羅什譯	丙09
12166611	暂时无存册		成實論二十卷（10）	姚秦鳩摩羅什譯	丙10
12166711		29	成實論二十卷（11）	姚秦鳩摩羅什譯	舍01
12166811		39	成實論二十卷（12）	姚秦鳩摩羅什譯	舍02
12166911		27	成實論二十卷（13）	姚秦鳩摩羅什譯	舍03
12167011		29	成實論二十卷（14）	姚秦鳩摩羅什譯	舍04
12167111		34	成實論二十卷（15）	姚秦鳩摩羅什譯	舍05
12167211		34	成實論二十卷（16）	姚秦鳩摩羅什譯	舍06
12167311		31	成實論二十卷（17）	姚秦鳩摩羅什譯	舍07
12167411		41	成實論二十卷（18）	姚秦鳩摩羅什譯	舍08
12167511		36	成實論二十卷（19）	姚秦鳩摩羅什譯	舍09
12167611		41	成實論二十卷（20）	姚秦鳩摩羅什譯	舍10
12167711		34	阿毗達磨發智論二十卷（01）	唐玄奘譯	傍01
12167811		38	阿毗達磨發智論二十卷（02）	唐玄奘譯	傍02
12167911		36	阿毗達磨發智論二十卷（03）	唐玄奘譯	傍03
12168011		32	阿毗達磨發智論二十卷（04）	唐玄奘譯	傍04
12168111		33	阿毗達磨發智論二十卷（05）	唐玄奘譯	傍05
12168211		33	阿毗達磨發智論二十卷（06）	唐玄奘譯	傍06
12168311		34	阿毗達磨發智論二十卷（07）	唐玄奘譯	傍07
12168411		34	阿毗達磨發智論二十卷（08）	唐玄奘譯	傍08
