編號	經名	總卷數	作譯者	千字文首	千字文首冊數	千字文尾	千字文尾冊數
0001	大般若波羅蜜多經	600	玄奘 譯	天	1	奈	10
0002	放光般若波羅蜜經	30	無羅叉共竺叔蘭 譯	菜	1	芥	10
0003	摩訶般若波羅蜜經	30	鳩摩羅什共僧叡 譯	薑	1	咸	10
0004	光贊般若波羅蜜經	10	竺法護 譯	河	1	河	10
0005	道行般若波羅蜜經	10	支婁迦讖 譯	淡	1	淡	10
0006	小品般若波羅蜜經	10	鳩摩羅什 譯	鱗	1	鱗	10
0007	摩訶般若波羅蜜鈔經	5	曇摩[虫+(田/(亓-一))]共竺佛念 等譯	潛	1	潛	5
0008	大明度無極經	6	支謙 譯	潛	6	潛	10
0009	勝天王般若波羅蜜經	7	月婆首那 譯	羽	1	羽	7
0010a	金剛般若波羅蜜經	1	鳩摩羅什 譯	羽	8	羽	8
0010b	金剛般若波羅蜜經	1	留支 譯	羽	9	羽	9
0010c	金剛般若波羅蜜經	1	真諦 譯	羽	10	羽	10
0011a	能斷金剛般若波羅蜜多經	1	玄奘 譯	翔	1	翔	1
0011b	能斷金剛般若波羅蜜多經	1	義淨 譯	翔	2	翔	2
0012	金剛能斷般若波羅蜜經	1	笈多 譯	翔	3	翔	3
0013	佛說濡首菩薩無上清淨分衛經	2	翔公 譯	翔	4	翔	5
0014	仁王護國般若波羅蜜經	2	鳩摩羅什 譯	翔	6	翔	7
0015	實相般若波羅蜜經	1	菩提流志 等譯	翔	8	翔	8
0016	摩訶般若波羅蜜大明咒經	1	鳩摩羅什 譯	翔	8	翔	8
0017	般若波羅蜜多心經	1	玄奘 譯	翔	8	翔	8
0018	文殊師利所說摩訶般若波羅蜜經	1	曼陀羅仙 譯	翔	9	翔	9
0019	文殊師利所說般若波羅蜜經	1	僧伽婆羅 譯	翔	10	翔	10
0020	大寶積經	120	菩提流志 等譯	龍	1	字	10
0021	大方廣三戒經	3	曇無讖 譯	乃	1	乃	3
0022	佛說無量清淨平等覺經	3	支婁迦讖 譯	乃	4	乃	6
0023	佛說阿彌陀經	2	支謙 譯	乃	7	乃	8
0024	佛說無量壽經	2	康僧鎧 譯	乃	9	乃	10
0025	佛說阿閦佛國經	3	支婁迦讖 譯	服	1	服	3
0026	佛說大乘十法經	1	僧伽婆羅 譯	服	4	服	4
0027	佛說普門品經	1	竺法護 譯	服	5	服	5
0028	文殊師利佛土嚴淨經	2	竺法護 譯	服	6	服	7
0029	佛說胞胎經	1	竺法護 譯	服	8	服	8
0030	佛說法鏡經	2	安玄共嚴佛調 譯	服	9	服	10
0031	鬱迦羅越問菩薩行經	1	竺法護 譯	衣	1	衣	1
0032	幻士仁賢經	1	竺法護 譯	衣	2	衣	2
0033	佛說決定毗尼經	1	敦煌法師 譯	衣	3	衣	3
0034	發覺淨心經	2	闍那崛多 譯	衣	4	衣	5
0035	佛說優填王經	1	法炬 譯	衣	6	衣	6
0036	佛說須摩提經	1	竺法護 譯	衣	6	衣	6
0037	佛說須摩提菩薩經	1	鳩摩羅什 譯	衣	7	衣	7
0038	佛說離垢施女經	1	竺法護 譯	衣	7	衣	7
0039	佛說阿闍世王女阿術達菩薩經	1	竺法護 譯	衣	8	衣	8
0040a	佛說須賴經	1	白延 譯	衣	9	衣	9
0040b	佛說須賴經	1	支施崙 譯	衣	10	衣	10
0041	得無垢女經	1	般若流支 譯	裳	1	裳	1
0042	文殊師利所說不思議佛境界經	2	菩提流志 等譯	裳	2	裳	3
0043	佛說如幻三昧經	3	竺法護 譯	裳	4	裳	6
0044	善住意天子所問經	3	毗目智仙共流支 等譯	裳	7	裳	9
0045	太子刷護經	1	竺法護 譯	裳	10	裳	10
0046	太子和休經	1	失譯人名附西晉錄	裳	10	裳	10
0047	入法界體性經	1	闍那崛多 譯	裳	10	裳	10
0048	慧上菩薩問大善權經	2	竺法護 譯	推	1	推	2
0049	大乘顯識經	2	地婆訶羅 等譯	推	3	推	4
0050	佛說大乘方等要慧經	1	安世高 譯	推	5	推	5
0051	彌勒菩薩所問本願經	1	竺法護 譯	推	5	推	5
0052	度一切諸佛境界智嚴經	1	僧伽婆羅 等譯	推	5	推	5
0053	佛說遺日摩尼寶經	1	支婁迦讖 譯	推	6	推	6
0054	佛說摩訶衍寶嚴經	1	晉代失譯人名	推	7	推	7
0055	勝鬘師子吼一乘大方便方廣經	1	求那跋陀羅 譯	推	8	推	8
0056	毗耶娑問經	2	般若流支 譯	推	9	推	10
0057	大方等大集經	30	曇無讖 譯	位	1	國	10
0058	大乘大方等日藏經	10	那連提耶舍 譯	有	1	有	10
0059	大方等大集月藏經	10	那連提耶舍 譯	虞	1	虞	10
0060	大乘大集地藏十輪經	10	玄奘 譯	陶	1	陶	10
0061	佛說大方廣十輪經	8	失譯人名附北涼錄	唐	1	唐	8
0062	大集須彌藏經	2	那連提耶舍共法智 譯	唐	9	唐	10
0063	虛空孕菩薩經	2	闍那崛多 譯	吊	1	吊	2
0064	虛空藏菩薩經	1	佛陀耶舍 譯	吊	3	吊	3
0065	虛空藏菩薩神咒經	1	曇摩蜜多 譯	吊	4	吊	4
0066	觀虛空藏菩薩經	1	曇摩蜜多 譯	吊	4	吊	4
0067	佛說菩薩念佛三昧經	6	功德直共玄暢 譯	吊	5	吊	10
0068	佛說大方等大集菩薩念佛三昧經	10	達磨笈多 譯	民	1	民	10
0069	般舟三昧經	3	支婁迦讖 譯	伐	1	伐	3
0070	阿差末菩薩經	7	竺法護 譯	伐	4	伐	10
0071	大方等大集賢護經	5	闍那崛多共笈多 等譯	罪	1	罪	5
0072	拔陂菩薩經	1	支婁迦讖 譯	罪	6	罪	6
0073	無盡意菩薩經	4	智嚴共寶雲 譯	罪	7	罪	10
0074	大集譬喻王經	2	闍那崛多 等譯	周	1	周	2
0075	大哀經	8	竺法護 譯	周	3	周	10
0076	寶女所問經	4	竺法護 譯	發	1	發	4
0077	無言童子經	2	竺法護 譯	發	5	發	6
0078	自在王菩薩經	2	鳩摩羅什 譯	發	7	發	8
0079	奮迅王問經	2	般若流支 等譯	發	9	發	10
0080	寶星陀羅尼經	8	波羅頗密多羅 譯	殷	1	殷	8
0081	度諸佛境界智光嚴經	1	失譯人名附三秦錄	殷	9	殷	9
0082	大乘金剛髻珠菩薩修行分經	1	菩提流志 譯	殷	10	殷	10
0083	大方廣佛華嚴經	60	佛陀跋陀羅 等譯	湯	1	垂	10
0084	大方廣佛華嚴經	80	實叉難陀 譯	拱	1	臣	10
0085	大方廣佛華嚴經普賢菩薩行願品	40	般若 譯	伏	1	遐	10
0086	信力入印法門經	5	曇摩流支 譯	邇	1	邇	5
0087	佛華嚴入如來德智不思議境界經	1	闍那崛多 譯	邇	6	邇	6
0088	佛說如來興顯經	4	竺法護 譯	邇	7	邇	10
0089	大方廣入如來智德不思議經	1	實叉難陀 譯	壹	1	壹	1
0090	大方廣佛華嚴經修慈分	1	提雲般若 等譯	壹	1	壹	1
0091	顯無邊佛土功德經	1	玄奘 譯	壹	1	壹	1
0092	大方廣佛華嚴經不思議佛境界分	1	提曇般若 譯	壹	2	壹	2
0093	大方廣如來不思議境界經	1	實叉難陀 譯	壹	2	壹	2
0094	大方廣普賢所說經	1	實叉難陀 譯	壹	3	壹	3
0095	莊嚴菩提心經	1	鳩摩羅什 譯	壹	3	壹	3
0096	佛說菩薩本業經	1	支謙 譯	壹	3	壹	3
0098	佛說兜沙經	1	支婁迦讖 譯	壹	4	壹	4
0099	大方廣菩薩十地經	1	吉迦夜共曇曜 譯	壹	4	壹	4
0100	度世品經	6	竺法護 譯	壹	5	壹	10
0101	十住經	6	鳩摩羅什共佛陀耶舍 譯	體	1	體	6
0102	佛說羅摩伽經	4	聖堅 譯	體	7	體	10
0103	諸菩薩求佛本業經	1	聶道真 譯	率	1	率	1
0104	菩薩十住行道品經	1	竺法護 譯	率	1	率	1
0105	佛說菩薩十住經	1	祇多蜜 譯	率	1	率	1
0106	漸備一切智德經	5	竺法護 譯	率	2	率	6
0107	等目菩薩所問三昧經	3	竺法護 譯	率	7	率	9
0108	文殊師利問菩薩署經	1	支婁迦讖 譯	率	10	率	10
0109	大般涅盤經	40	曇無讖 譯	賓	1	鳴	10
0110	南本大般涅盤經	36	曇無讖 譯	鳳	1	白	6
0111	大般涅盤經後分	2	若那跋陀羅共會寧 等譯	白	7	白	8
0112	佛說方等般泥洹經	2	竺法護 譯	白	9	白	10
0113	大悲經	5	那連提黎耶舍共法智 譯	駒	1	駒	5
0114	大般涅盤經	3	法顯 譯	駒	6	駒	8
0115	佛說方等泥洹經	2	失譯人名附東晉錄	駒	9	駒	10
0116	大般泥洹經	6	法顯共覺賢 譯	食	1	食	6
0117	四童子三昧經	3	闍那崛多 譯	食	7	食	9
0118	佛垂般涅盤略說教誡經	1	鳩摩羅什 譯	食	10	食	10
0119	佛臨涅盤記法住經	1	玄奘 譯	食	10	食	10
0120	佛滅度後棺斂葬送經	1	失譯人名附西晉錄	食	10	食	10
0121	般泥洹後灌臘經	1	竺法護 譯	食	10	食	10
0122	金光明最勝王經	10	義淨 譯	場	1	場	10
0123	金光明經	4	曇無讖 譯	化	1	化	4
0124	等集眾德三昧經	3	竺法護 譯	化	5	化	7
0125	集一切福德三昧經	3	鳩摩羅什 譯	化	8	化	10
0126	合部金光明經	8	寶貴 對　志德 合入	被	1	被	8
0127	入定不定印經	1	義淨 譯	被	9	被	9
0128	不必定入定入印經	1	般若流支 譯	被	10	被	10
0129	無量義經	1	曇摩迦陀耶舍 譯	草	1	草	1
0130	妙法蓮華經	7	鳩摩羅什 譯	草	2	草	8
0131	法華三昧經	1	智嚴 譯	草	9	草	9
0132	薩曇芬陀利經	1	失譯人名附西晉錄	草	9	草	9
0133	妙法蓮華經觀世音菩薩普門品經	1	鳩摩羅什 等譯	草	10	草	10
0134	正法華經	10	竺法護 譯	木	1	木	10
0135	添品妙法蓮華經	8	闍那崛多共達摩笈多 添品譯	賴	1	賴	8
0136	分別緣起初勝法門經	上下合卷	玄奘 譯	賴	9	賴	9
0137	緣生初勝分法本經	上下合卷	達磨笈多 譯	賴	10	賴	10
0138	悲華經	10	曇無讖 譯	及	1	及	10
0139	六度集經	8	康僧會 譯	萬	1	萬	8
0140	大乘頂王經	1	月婆首那 譯	萬	9	萬	9
0141	大方等頂王經	1	竺法護 譯	萬	10	萬	10
0142	維摩詰所說經	3	鳩摩羅什 譯	方	1	方	3
0143	維摩詰經	3	支謙 等二譯	方	4	方	6
0144	道神足無極變化經	4	安法欽 譯	方	7	方	10
0145	說無垢稱經	6	玄奘 譯	蓋	1	蓋	6
0146	阿惟越致遮經	4	竺法護 譯	蓋	7	蓋	10
0147	佛說寶雨經	10	達磨流支 等譯	此	1	此	10
0148	佛說寶雲經	7	曼陀羅仙共僧伽婆羅 譯	身	1	身	7
0149	佛升忉利天為母說法經	3	竺法護 譯	身	8	身	10
0150	相續解脫地波羅蜜了義經	1	求那跋陀羅 譯	髮	1	髮	1
0152	佛說解節經	1	真諦 譯	髮	2	髮	2
0153	不退轉法輪經	4	失譯人名附北涼錄	髮	3	髮	6
0154	廣博嚴淨不退轉法輪經	4	智嚴共寶雲 譯	髮	7	髮	10
0155	方廣大莊嚴經	12	地婆訶羅 譯	四	1	大	2
0156	普曜經	8	竺法護 譯	大	3	大	10
0157	伅真陀羅所問寶如來三昧經	3	支婁迦讖 譯	五	1	五	3
0158	大樹緊那羅王所問經	4	鳩摩羅什 譯	五	4	五	7
0159	諸法本無經	3	闍那崛多 譯	五	8	五	10
0160	諸法無行經	2	鳩摩羅什 譯	常	1	常	2
0161	持人菩薩所問經	4	竺法護 譯	常	3	常	6
0162	持世經	4	鳩摩羅什 譯	常	7	常	10
0163	佛說大灌頂神咒經	12	帛尸梨蜜多羅 譯	恭	1	恭	6
0164	佛說文殊師利現寶藏經	2	竺法護 譯	恭	7	恭	8
0165	大方廣寶篋經	2	求那跋陀羅 譯	恭	9	恭	10
0166	佛說藥師如來本願經	1	達磨笈多 譯	惟	1	惟	1
0167	藥師琉璃光如來本願功德經	1	玄奘 譯	惟	2	惟	2
0168	藥師琉璃光七佛本願功德經	2	義淨 譯	惟	3	惟	4
0169	佛說阿闍世王經	2	支婁迦讖 譯	惟	5	惟	6
0170	楞伽阿跋多羅寶經	4	求那跋陀羅 譯	惟	7	惟	10
0171	入楞伽經	10	菩提留支 譯	鞠	1	鞠	10
0172	大乘入楞伽經	7	實叉難陀 譯	養	1	養	7
0173	菩薩行方便境界神通變化經	3	求那跋陀羅 譯	養	8	養	10
0174	大薩遮尼乾子受記經	10	菩提留支 譯	豈	1	豈	10
0175	大乘大悲分陀利經	8	失譯人名附秦錄	敢	1	敢	8
0176	善思童子經	2	闍那崛多 譯	敢	9	敢	10
0177	普超三昧經	4	竺法護 譯	毀	1	毀	3
0178	佛說放鉢經	1	失譯人名附西晉錄	毀	4	毀	4
0179	佛說大淨法門品經	1	竺法護 譯	毀	5	毀	5
0180	大莊嚴法門經	2	那連提黎耶舍 譯	毀	6	毀	7
0181	佛說大方等大雲請雨經	1	闍那崛多 等譯	毀	8	毀	8
0182	大雲請雨經	1	闍那耶舍 等譯	毀	9	毀	9
0183	大雲輪請雨經	2	那連提耶舍 譯	毀	10	毀	10
0184	勝思惟梵天所問經	6	菩提留支 譯	傷	1	傷	6
0185	思益梵天所問經	4	鳩摩羅什 譯	傷	7	傷	10
0186	月燈三昧經	11	那連提黎耶舍 譯	女	1	女	10
0187	月燈三昧經	1	先公 譯	慕	1	慕	1
0188	佛說象腋經	1	曇摩蜜多 譯	慕	1	慕	1
0190	佛說大乘同性經	2	闍那耶舍共僧安 譯	慕	2	慕	4
0191	佛說登證大乘經	2	地婆訶羅 等譯	慕	5	慕	6
0192	持心梵天所問經	4	竺法護 譯	慕	7	慕	10
0193	佛說觀無量壽佛經	1	畺良耶舍 譯	貞	1	貞	1
0194	稱贊淨土佛攝受經	1	玄奘 譯	貞	2	貞	2
0195	佛說阿彌陀經	1	鳩摩羅什 譯	貞	2	貞	2
0196	拔一切業障根本得生淨土神咒經	1	求那跋陀羅 重譯	貞	2	貞	2
0197	後出阿彌陀佛偈經	1	後漢失譯人名	貞	2	貞	2
0198	大阿彌陀經	2	支謙 譯	貞	3	貞	4
0199	佛說觀彌勒菩薩上生兜率陀天經	1	沮渠京聲 譯	貞	5	貞	5
0200	佛說彌勒下生經	1	鳩摩羅什 譯	貞	5	貞	5
0201	佛說彌勒來時經	1	失譯人名附東晉錄	貞	6	貞	6
0202	佛說彌勒下生成佛經	1	義淨 譯	貞	6	貞	6
0203	佛說觀彌勒菩薩下生經	1	竺法護 譯	貞	7	貞	7
0204	佛說彌勒成佛經	1	鳩摩羅什 譯	貞	7	貞	7
0205	佛說第一義法勝經	1	般若流支 譯	貞	8	貞	8
0206	佛說大威燈光仙人問疑經	1	闍那崛多 譯	貞	9	貞	9
0207	一切法高王經	1	般若流支 譯	貞	10	貞	10
0208	佛說諸法勇王經	1	曇摩蜜多 譯	潔	1	潔	1
0209	順權方便經	2	竺法護 譯	潔	2	潔	3
0210	佛說樂瓔珞莊嚴方便經	1	曇摩耶舍 譯	潔	4	潔	4
0211	菩薩睒子經	1	失譯人名附西晉錄	潔	5	潔	5
0212	佛說睒子經	1	聖堅 譯	潔	5	潔	5
0213	佛說九色鹿經	1	支謙 譯	潔	5	潔	5
0214	佛說太子沐魄經	1	竺法護 譯	潔	5	潔	5
0215	太子慕魄經	1	安世高 譯	潔	5	潔	5
0216	無字寶篋經	1	菩提留支 譯	潔	6	潔	6
0217	大乘離文字普光明藏經	1	地婆訶羅 譯	潔	6	潔	6
0218	大乘遍照光明藏無字法門經	1	地婆訶羅 譯	潔	6	潔	6
0219	佛說老女人經	1	支謙 譯	潔	6	潔	6
0220	佛說老母經	1	失譯人名附劉宋錄	潔	6	潔	6
0221	佛說老母女六英經	1	求那跋陀羅 譯	潔	6	潔	6
0222	佛說長者子製經	1	安世高 譯	潔	7	潔	7
0223	佛說菩薩逝經	1	白法祖 譯	潔	7	潔	7
0224	佛說逝童子經	1	支法度 譯	潔	7	潔	7
0225	佛說月光童子經	1	竺法護 譯	潔	7	潔	7
0226	佛說申日兒本經	1	求那跋陀羅 譯	潔	7	潔	7
0228	佛說犢子經	1	支謙 譯	潔	10	潔	10
0229	佛說乳光佛經	1	竺法護 譯	潔	10	潔	10
0230	佛說無垢賢女經	1	竺法護 譯	潔	10	潔	10
0231	佛說腹中女聽經	1	曇無讖 譯	潔	10	潔	10
0232	佛說轉女身經	1	曇摩蜜多 譯	男	1	男	1
0233	文殊師利問菩提經	1	鳩摩羅什 譯	男	2	男	2
0234	伽耶山頂經	1	菩提留支 譯	男	2	男	2
0235	佛說象頭精舍經	1	毗尼多流支 譯	男	3	男	3
0236	大乘伽耶山頂經	1	菩提流志 等譯	男	3	男	3
0237	佛說決定總持經	1	竺法護 譯	男	4	男	4
0238	佛說謗佛經	1	菩提留支 譯	男	4	男	4
0239	大方等大雲經	4	曇無讖 譯	男	5	男	8
0240	如來莊嚴智慧光明入一切佛境界經	2	曇摩流支 譯	男	9	男	10
0241	深密解脫經	5	菩提留支 譯	效	1	效	5
0242	解深密經	5	玄奘 譯	效	6	效	10
0243	佛說諫王經	1	沮渠京聲 譯	才	1	才	1
0244	如來示教勝軍王經	1	玄奘 譯	才	1	才	1
0245	佛為勝光天子說王法經	1	義淨 譯	才	1	才	1
0246	寶積三昧文殊師利菩薩問法身經	1	安世高 譯	才	1	才	1
0247	佛說濟諸方等學經	1	竺法護 譯	才	2	才	2
0248	大乘方廣總持經	1	毗尼多流支 譯	才	3	才	3
